videoId,videoComments,videoLikes,videoViews
A8ilIZtamOU,5,54,2050
_4SYX6h6VoU,5,1011,46033
0XOgIuPM7q4,5,756,8319
Qb8qkL2Najo,5,578,114292
sDEXXHv2wR0,5,135,4780
_K9c0nuckmc,5,34,2572
-jW5VtUrKLI,5,176,6735
S54HXFD4pHQ,5,181,8313
g16NCfWNQ3E,5,2381,241021
7xjdrc1yHBM,5,213,2306
TFqhyHIxEzE,5,28,2570
ool_kusg7iA,5,203,3076
StpTZyM9pjc,5,354,10663
8jYp5kNYRCQ,5,114,3593
6JjzG7nhduU,5,187,5058
_96l6-aohzg,5,41,1406
d1-1LzeEi9g,5,918,11633
QTAbbEJYgPQ,5,74,1640
fqP1IeI8N_E,5,23,3385
I5gXDWGWtME,5,730,18443
nRKpTuDvDZM,5,58,2816
sBdKRV4LwEI,5,37,3115
0zPMS2YhztQ,5,135,4254
QnPPUgJZEP8,5,7,803
wTQbcWuY61A,5,16,5168
lR5bKgmZ1GM,5,199,2917
0W5pwmiiElM,5,49,2538
9PGRmkGbk_Q,5,335,6096
IxJRNl3d-WI,5,12,3883
jick41ZGRXU,5,63,4459
szYettbU1Cg,5,30,1424
kALkDRRRg9U,5,549,21890
MeJuS98cLhA,5,82,6485
z-9PokpU1Ms,5,302,6676
Wrp0x5pfMWw,5,61,8611
YifVCvRE6Qg,5,73,5852
R9PpeG7vaTE,5,172,13882
L0TH8x6_NfM,5,169,6368
XiKZuyyt-1E,5,945,35813
5jHmEY6QGGo,5,392,25978
s-19WspkW5c,5,22,4218
rFYX3ipYeWg,5,34,1197
MUS6Op6QZWc,5,36,1446
zI-f0iHPIss,5,46,3436
zKr30zdVVSE,5,353,6510
kH03iGJs1zc,5,12,1990
2mJbQLkgfxo,5,15,728
wwCDQItjnkM,5,8,738
wLxZ5yshYTI,5,227,18725
diTuCt9EMuE,5,326,10786
jDOoxHPto1k,5,462,9395
Fp6LHmL0zGw,5,64,4933
nAh8PeT4K_U,5,13,808
AMzGATydXqU,5,37,3184
SbT525-AsT0,5,13,2206
xybFbN-JI9o,5,278,19842
uRxVSSSDCyA,5,197,4852
1LJcHvxs_c8,5,874,37106
p-m8C3WP8W8,5,7,859
l1xiEuX-SGs,5,44,7480
i2-xIyi3wr8,5,195,13951
Qg2NxnpTkiM,5,107,5755
rMLrdTtS3Gk,5,34,1252
8SVL39uWqfc,5,31,1637
VvTRiuKiN7E,5,365,32080
7MgxESUwvnY,5,24,2049
W2BqBV7vJoE,5,42,4168
WZzV-5e94yw,5,205,3356
iz7lqMvfAtY,5,71,4594
gHR_02DfjxA,5,34,3168
ezRT4R3h3sU,5,11,961
pkFcY1V9s7Y,5,22,1840
CvZ6Vm3pLrg,5,51,2342
MTrye1wwkMw,5,109,5031
KKBimVUXweA,5,286,36126
OHnFbn3HjZ4,5,588,9446
WN602BwA4Is,5,64,4334
RMbGZWFKMfU,5,363,10659
qZgq1Pq7Ors,5,111,8165
VWxjf1BnS5E,5,37,3027
and_JpGdyMM,5,657,12478
RoA9c6mkso4,5,275,3344
ap_j5k3_ZHU,5,33,6793
ND4MnYliCyI,5,25,1121
OaBt7ORnEPg,5,23,1570
RoRN0QBy0zA,5,2291,201638
KFi_dr4SIYk,5,206,5386
a9fRZ_PXTqk,5,638,9545
06Hi9v26h7o,5,336,4786
O4KqYzF3kMY,5,390,3875
s1Hg5oSqNso,5,38,4251
p273b6JJLG8,5,21,678
_j0KPJpkxD8,5,112,6614
asAPS3WjU-E,5,24,3355
5Qb8M4Yn7sU,5,274,3504
PCcdicm3aSo,5,66,2856
hBiqstD3Gic,5,647,6581
BpBZ5OEmwvA,5,162,2247
jro4VqoDzUo,5,27,3809
GXsQ55yMVuM,5,257,40447
e6spO4voEvY,5,126,5199
lnz6CZYR2L4,5,54,11369
PEzauHFU2yU,5,179,3767
xi8CFoNKgDs,5,137,4914
aZ0Jreh5iTk,5,134,3161
NcIn29pOosk,5,96,6718
sA-cUxMwb6I,5,49,2700
hiOfjaXBE2Q,5,97,3345
l9O_9_JgHiY,5,32,1588
W7ieDD1P16o,5,34,985
DU0F6WacRBE,5,87,6887
Sr1XdegN8Ko,5,152,3479
u69vhqwA10E,5,40,3704
g0YQn6ky04U,5,188,6704
6MN03nRs3z0,5,117,3941
YP_tukbb7rE,5,172,9275
5OgG7bXZh0o,5,182,5957
6GBnIG_Y1ns,5,245,15601
wPlpmBJvt6U,5,1575,102562
LjvBWVTvTeI,5,236,11441
S3WJ_wyYRqw,5,259,43546
oC9okohydlE,5,9,1176
6FvC8AHHSQQ,5,73,6821
B81pNspHEDw,5,30,3836
56xXN64xSFs,5,248,9647
CJV0AqQLSws,5,25,2250
NkHFOc2o3pM,5,178,13369
ZIkGFGfk5ng,5,644,35682
haUeSzMCCw8,5,145,4314
ZJbvqjIOsaA,5,109,5090
3Ijq5B1RbAs,5,42,2656
Yfef956H6j4,5,188,10254
LVjFn7ggq5Y,5,923,26927
YsldlnXWdeA,5,69,3875
hnQrW-ga9rk,5,462,8013
XzjOInl-up4,5,762,53884
7lmBtEFXclo,5,18,999
BUpZdfqalWE,5,44,2838
Q8ZJxusggkM,5,1242,24867
_pv30suxDA0,5,307,13303
vSjzfOWnZWY,5,25,3131
jZlZo2_Ytxg,5,18,4778
aNKHEs6iGt4,5,52,6443
QYMX5aRrcu0,5,177,5847
JqQ_dwf9WlI,5,58,5616
lvhzK0kESAA,5,46,6141
nuExBPkrbqI,5,6,725
khHQ9k_OAbM,5,112,3602
orXNq6xePGw,5,31,3346
bYiu181Bz-I,5,113,2855
rWRNSq52r3U,5,80,2577
01uxH-JcMnw,5,216,23975
aQvJYP_h42E,5,37,1906
zRrkbVzZwyo,5,23,2219
FuvwQbzEQqk,5,10,895
PKbFp3NR5ts,5,55,3723
jKN1LYWiZdY,5,82,2693
T6DF_z1QEzc,5,84,5256
SiQehnzg4f8,5,871,76669
PYO8D0SY9SA,5,711,14341
azDgm0yRIQ0,5,40,2151
4Eyto2pPCS0,5,19,2599
BnGVJybHaIg,5,43,4858
PvhGE8FFHjM,5,157,7470
_5blksgta_4,5,7,1986
cxxEzGjH3cY,5,122,4023
hkBhQZZgcNM,5,277,2847
CnzZXk-OhaE,5,12,2829
eBSrpBylQb4,5,71,4491
7PD1bNvdVro,5,1012,14902
7dYkzAB7Rks,5,249,2296
9VIBoyaJkgs,5,37,3193
aWVPpuD42d8,5,245,4165
TJjLGOUd518,5,60,6767
h67GmIxjO0I,5,74,5457
qh4EUVjPZuY,5,1544,271279
khU-JW9oQpQ,5,103,2155
pDSg2R6JfxM,5,33,4927
4hoG6BENL4o,5,87,4669
eEiab_5iTfs,5,19,1722
QlzS_HRI0IA,5,112,3440
0tMamOs5wNE,5,70,2449
z_QXyjVcoVo,5,68,7927
kYnJIuBqeXQ,5,30,1518
33SOPDLEBzM,5,121,2358
PATgPSuKCgg,5,138,3882
j22zzA7V7XI,5,37,4299
4JX3O7c0vPE,5,286,3860
y52LtvJoYow,5,42,3320
AohYGOR2OhI,5,62,1664
tjh1--VGPcM,5,171,3959
N4S_4sAd4PQ,5,33,2785
vX3qeAXJPE8,5,29,2210
vwnW6tBuEQ8,5,668,16865
mb5zigxT_wA,5,219,5950
XjU8HxlgIz0,5,112,6819
fM_q6-2aLhs,5,54,4254
9DMoh1ws_QY,5,200,3771
8YqV6SzAxeA,5,45,2085
_CyuV61Ke6g,5,76,9522
uZiLSuxztDQ,5,214,10341
I8JM13d4rTg,5,54,3222
ZEeUv36IpQw,5,94,2905
lyaLK6Xg9kc,5,55,8990
bwMcholDCR8,5,318,7376
6UmJwg2SS_I,5,399,6343
OyBN6gBqR7Q,5,11,2305
0jHQQIcKBBY,5,81,6569
JX-ChLYaHxk,5,262,15450
-wt221BULfE,5,337,17993
5SBNmNEIpVc,5,74,8648
TICqk_fpefQ,5,525,41312
wyV7a_TrgYs,5,131,6455
SRoKWZovhP0,5,209,9738
qe5PflPN1xU,5,91,8441
BGdJNmb0dzA,5,210,8794
yW3bS-PwaTo,5,239,7088
RJ3gBg4FLbA,5,102,11767
U-e0QuzE1Ps,5,15,1357
B9YQvq0mZY4,5,234,13042
CXMgxbm0d_Q,5,716,80971
7nBsmkLhxqA,5,42,2656
WyqMReXVurI,5,20,2392
PacskXecGUs,5,102,5020
LtCk3heo-mE,5,263,7793
ApPhXS4FcW4,5,242,13147
YsGRLgDfNl0,5,58,6972
W_mdewmzmwo,5,287,7149
tQ5bgeIDFLU,5,172,23977
uNpo6UQRgg0,5,203,14441
ogqzPTSzssQ,5,149,5159
82Huut3fOFQ,5,9,1537
b1I0wkWAsW4,5,29,3342
v-tS0r7PJVE,5,67,6025
i97Ab6z7Uds,5,61,7308
MjY-gLkm1uU,5,41,2873
UU2CSJYSioA,5,32,2757
Qj_X-L99IU4,5,26,1606
iO2Cgq6i6uE,5,1855,235364
c8trKL0DTII,5,307,9242
vf0sZGZxKyo,5,83,3775
U6-uSRVlCDw,5,215,12631
CjTpiCbzgFU,5,541,52198
g1fvXg4orr8,5,138,6816
TLjchSjWWjI,5,147,3479
6PtuGwQArlg,5,143,3816
zD_KICdrZho,5,913,13990
MfRAUxTREEs,5,432,9594
QSIuMRJEfi0,5,45,1723
Tk8GsYojE80,5,476,73349
10JwHoUS1XA,5,18,4290
BUPRgfOM2nk,5,158,2481
bJY4rkFzSSY,5,55,2902
LC9F0CkxNag,5,213,4076
guh64jC1Wig,5,109,5021
mlrNOBnm7xk,5,16,1379
NpWhZYzLFSY,5,383,5778
B8ryHO0FdVA,5,430,6727
xLzHlty1Y7c,5,438,5855
7N37n_IoP04,5,10,1350
0LWeDJhP3-o,5,43,5373
v7mI2vxUu9M,5,337,23283
nnKj_elLR5g,5,885,14354
Niai_he-It8,5,9,1260
M532O9vj108,5,24,5224
pnNP0D22TfY,5,41,2941
5mNg8sauHwk,5,66,3786
Gq2PXEEwC9s,5,25,1124
Jc87A-qLqGM,5,8,1338
5HJwWWbizV8,5,9,844
12cMu9R8pkw,5,7,872
Srg3GDrmlfU,5,5,716
SOawNppY31g,5,249,15202
qRvdxhVx_ag,5,151,4252
CIjxxLfufvc,5,658,24157
qRdAScP0TcA,5,123,4597
khDQ9PGraHs,5,338,21877
MxvlEl16acc,5,183,3825
1FYsyF0muFE,5,47,11145
H1cgIHPNWsU,5,398,7899
T1mjnyWFTN0,5,60,11536
6lywZkWjPXA,5,14,1004
GepELTf3y9c,5,211,15638
wpv9I33oeP4,5,23,1691
jqqkrjWXHRk,5,92,6976
tq3aLd5Kftw,5,107,15086
XnoeKzLC5nQ,5,238,12096
E2o9O0EVouA,5,36,2597
cNhyYw1d090,5,15,1861
ygIn2hJY4oI,5,60,5079
o_mUOh6ywtE,5,16,2021
RgdL5wWkAsQ,5,172,10475
fbvw2EKj48s,5,11,1596
PUvvlKe2_oU,5,14,1008
1Us4b-F46B4,5,4,844
IdM2SsQNi4w,5,65,4689
YI6iWOcDVfA,5,54,2055
otzCa4S-obs,5,319,21523
q85JIxKzTlc,5,34,3808
JukBEz7xIMw,5,383,5730
QQ-t5OAWx7c,5,153,10480
rDwLUVqb1h8,5,102,2928
4WxGg3bK_-8,5,152,7344
dinIqoboLcQ,5,2304,136753
2yQ89rKkDD0,5,195,5830
mz98kB9Pc-0,5,53,3313
TVE3htcywB8,5,110,1905
2DArvh4JLtU,5,55,3729
DkbE8chidww,5,13,1632
12L6LWyePfs,5,187,6507
e7lPkvEe4FE,5,95,4067
WvQerQss_D0,5,31,1590
zO3wK2EpmSw,5,136,3748
__p6fePS8-A,5,229,3095
s_a6FQwq-Hc,5,46,2525
kDPZGCrbn-E,5,44,3268
-SmLTPZcz5k,5,20,2010
wGhi2w5N334,6,29,1898
mo5QbKDAeR0,6,30,2091
8Wk-AueYdlk,6,90,15872
RBO3Gzhu2nc,6,23,5295
cMqn4q0GNNg,6,55,4568
fxqI2-TtwZk,6,69,6814
QFeczpoBCgM,6,87,7760
aQFCt75jmzY,6,72,11770
vXqNacYA-z8,6,69,1292
xEb8kberFzo,6,104,3592
gbUDLOUt5kQ,6,209,8547
BgANq4MGtr8,6,119,4512
UEezYzbraXg,6,149,9665
SvgOCCwsroY,6,170,5697
fTzzXCmtDfU,6,49,6933
nRbTZtWXx88,6,94,8729
WDC7DLGnGdI,6,40,2765
6xunTpcKNQ4,6,152,7497
o2FVXwefYz0,6,84,5955
9xmop2FETFI,6,820,29867
Xy7NeKRFQ2U,6,15,910
t7qy3gkUq1A,6,171,8281
4uq6gcBNUYU,6,116,3591
v3xzn5fwuWE,6,778,11861
J9Em4iU04o8,6,126,4918
ynVjX5TP1UY,6,127,2568
sZnAgJxcC7M,6,189,8205
HHA5tjqo5EU,6,411,4467
TAPduAX-IyA,6,116,4791
3xLUjyBqv_c,6,450,4054
kILZI_-FTA4,6,1068,13596
zb1BjGl6HYA,6,171,7147
HkccpQfrcKs,6,868,44964
7RO3Bl4dHIc,6,71,3942
p8aF3g7dUno,6,233,18181
syXFmSwup90,6,546,11934
e_AKv-q6wAg,6,354,23481
2RrYNXN3T7A,6,435,11166
bY2TyjcrIk4,6,23,2521
sk4aOlgejVY,6,330,37037
NngEpgg7m50,6,515,15645
EQWHoJXbT9Q,6,207,8070
wc6mkTaRB_I,6,140,8871
BJtYIjWswz0,6,436,20174
VX6EG7giCRU,6,109,4536
mxN8wJcLkpk,6,1638,14718
d8Ab20M91FA,6,232,34109
wkl0Qubzs-I,6,443,20592
MTFrHxBe0NY,6,36,4332
5Y2jYSnH6zg,6,31,1745
fbjMB26MPKY,6,41,2512
1dDo5tovLH8,6,29,3113
MWh30dFY7U0,6,421,18522
EDUcA38GhX4,6,163,7943
FLyNruGSDfM,6,99,4498
rXydzY4HkMk,6,43,5283
GUdjVhZbp5w,6,259,10131
PKrqBYXlnlo,6,9,2118
qYZUsxqDV40,6,434,11288
N2Gxw2Grv_I,6,118,12647
IYK2r2cDIxI,6,406,13814
IY5GbAIbnx4,6,272,8293
gkdF1XlNlWM,6,66,4415
LQe7ud2UjHU,6,29,1473
QA8LEzaKrzQ,6,400,29335
ti-Sx0AHax8,6,7,853
Ivlz89qk78M,6,116,4408
aaU6NNoJPdA,6,291,33424
jQd6dpb-FNg,6,44,1622
w011s8-nhNk,6,641,14771
tqtVAxLwPiY,6,30,2267
7Owmp_w6oOs,6,29,1779
YxfNSEs_mtM,6,72,1621
s4cilvjSGTU,6,435,6562
qeUA_uexiJo,6,22,2579
iUcwP532uic,6,24,1796
3kD_051Q3Vg,6,485,52129
cIzZKRgzwiA,6,229,4602
LIaWUUL7AHs,6,57,4002
bsfPtslVXyw,6,48,2277
3PNyPYggp1A,6,371,3585
WV9F1BMvpI8,6,544,7503
89906zIZRf8,6,311,15212
SoB5sKN7ZxM,6,91,4010
j3DKXcOBA7I,6,97,7537
WHEt0mdNG4M,6,59,3167
DV8RhZDKlgk,6,27,4485
UlkzygCtvoo,6,186,7218
Lw78pygWHaw,6,146,4340
OqY1AkrkaN4,6,63,8026
CRlADFzdz1Y,6,598,28720
yUirpDN9JpM,6,1146,26225
LxPVDfpT9Pw,6,404,6116
oW_8aRTWTnw,6,466,11507
frfc8lDSBLI,6,112,28085
o1fxbuzACTY,6,423,4098
xj8-zYCGjNg,6,343,23948
jAzw5SVMgHM,6,450,11748
8PLz0JrFAiw,6,89,2942
Kdft8DShTNs,6,274,4883
zvGvwVKL-ac,6,48,2993
RssFgmLxgak,6,185,3832
MRqb4l9sXNw,6,73,13721
cIyVZTBj2_E,6,28,2373
-JKPIcnUUjo,6,163,3517
TjZy9Q476XQ,6,198,9273
a1vib2sEtwI,6,631,18242
k4sZcecWSw4,6,651,18681
6INikadSOm4,6,724,16219
amHzjh8IjFE,6,830,153311
1USdOehoX7Q,6,26,3157
6wajuv4jvxE,6,147,4835
fJzgLmtxvaA,6,59,3161
CxRQJc7v3NE,6,154,25206
rW2igUIceJE,6,239,8267
x3-VeEV1cVI,6,33,6740
IKoqPbz4F30,6,25,1696
gsJ-TR7ZKB4,6,189,8263
73Ews2C3GFA,6,179,9736
UyS8cfNnItQ,6,17,6092
oZztRx8RTLE,6,214,8014
cvJ01OOeT7w,6,45,3807
D-URsg7H-ik,6,71,4489
srH4oa-UTp0,6,139,7961
2wJfIYE-ylg,6,479,37828
RnhWGckdZ7I,6,377,5927
R7Zd-fuqyJg,6,977,14900
Mm3f87JJ4H8,6,42,1001
TmR2PkZoqiM,6,46,2620
dTHW-3wYcfM,6,176,6166
4MVDErM_suQ,6,59,4915
HChbZbr7Pfg,6,129,10515
jykkm--jzNE,6,854,98881
Zd6ytos0Hi8,6,62,12400
lu0u1nGHqE8,6,165,3155
R8snoJRGoeA,6,29,1068
PVB8bGShOt0,6,14,4179
RcY0c2pQ0uY,6,122,4289
CUR0tknIlwE,6,156,8405
va5Qf0vIZb0,6,80,3046
XvsHFARZjIo,6,20,1353
fX97deD0Fss,6,406,28214
FCipaPFK9aA,6,22,2479
qHPWnvy4Eqs,6,129,4094
6S-6PTdhM5g,6,418,12076
vszcZfbFtu4,6,151,6695
BjWZm6H3Mow,6,34,760
hSN9uzxl-Ds,6,297,9947
2L5JkeGgZW0,6,301,4441
xtg_OWIHapo,6,1530,25544
_M9UV4aYOSg,6,731,16971
-zLngYXenwY,6,205,9936
H2geJEy00wc,6,38,5528
n083nxT3rtk,6,286,12439
X3QiDeVEvsU,6,386,42525
ordiAfaQvI0,6,273,8677
kRcs1iFotTE,6,38,1487
YvgmF6aL4Vo,6,173,9578
ulLVuN6JFlE,6,186,3707
xDsWA4MYmlQ,6,765,8382
Um8VliM_5_E,6,464,7421
ZQBBvnH3GM4,6,657,6524
ow6uo43aATs,6,87,5346
daMJ50_juW8,6,32,5625
J_tU3Kn8Yps,6,678,14477
Rrnk53UkcPo,6,327,8707
PgCEq8e_wdw,6,121,7208
iPovEJ81-Hg,6,359,13603
BsurF4Vesqg,6,142,14377
vKQtGvZYpr8,6,272,35215
SO-D92PUKiI,6,85,9655
nbU4_ac54eA,6,333,8020
QeTIsz6BMys,6,42,5741
ChNo-hWJYow,6,11,749
te64fcq3AHU,6,23,10250
QP22VrcLOOs,6,98,7952
CVRFIXcltNU,6,253,10931
GRCQgYkUyGw,6,76,4165
VIdqp1YrZTI,6,18,2454
zuLJXzY8wds,6,156,8295
MJrDNiqqIKk,6,61,4742
xuZQOusmBIE,6,65,5913
kJULVIrUzaE,6,244,9333
JQZ5n6W29aY,6,283,6294
i3V_kTqOEEw,6,14,1627
TL4IZXBMGjU,6,43,1532
aE4bzCUsmV8,6,21,1612
s0H-QMXoZ2A,6,357,10126
yA1uEVP7GDo,6,23,1876
-5sbNrskh34,6,319,9424
o5x2teu1lYg,6,26,2683
LpvPXip2ul0,6,62,1664
ZHORy_8d1Ts,6,202,11007
jcLHjaKsL2E,6,59,3054
oD894WvTOnU,6,7,820
SABGCJE6TCU,6,511,16167
XckJ36CcSZg,6,703,14376
6oEQJ5bdzE4,6,749,57317
k_kpSEY2s0A,6,140,5543
7ZqUYG8qMQA,6,251,9763
lsvnyB_QhW8,6,54,1993
ZLQBmVJ6nkA,6,300,33114
-CDKPjnb1Yc,6,119,4928
ruZHA_K8_zA,6,27,5519
oKYDAcnqoIY,6,7,816
k8E96ckDevo,6,315,2463
Sg1FYhJE3eE,6,35,1190
wDUwPYM6kTg,6,458,9959
8OdtB7Ujvho,6,14,1232
HbCJlyCpH54,6,143,3699
_xtDnc3sa0Y,6,436,13573
m0bPpzwyXv8,6,21,2730
B1PPmx5rqaQ,6,34,3829
Sh5zlmFp-b8,6,641,8681
rEqnomqh7Ew,6,377,4401
iXREJ8IisEE,6,199,3078
xql-18LsZJ4,6,194,4206
qp7u8C8POAQ,6,18,1918
J7hgkuHEu5g,6,670,58969
XI5gjdB3nTM,6,234,3091
azBYHe_jNEs,6,26,1919
466dF27J8Hk,6,28,3431
1G2V3GBEcoA,6,821,24333
Fjk_iTkAHmw,6,41,2086
_62B9EYk0DM,6,139,1194
yAIYhoHFVfE,6,468,26843
2YhKLa11H38,6,10,1682
OytZNpw2kpY,6,275,5887
NC4SLtz5l1Q,6,140,10844
58L2nwd6PA4,6,530,13590
6nKY5TzQHe0,6,122,6210
63gU85LYPYY,6,352,34765
XWs07KSSiVc,6,4214,497015
Hk2IVbxP6Ok,6,38,5991
v8fE7BxmkqM,6,345,14413
4u-Cza6W8nE,6,41,2597
gwQwatSRdCo,6,113,4385
bXIJxNjpDuc,6,119,6791
XGrD_bz2_yY,6,206,3387
73AcnzWTU9U,6,149,6123
rF1C6LW6UtE,6,3050,105435
Kn3QlpvQCfQ,6,848,39201
qx2Lth1csi4,6,19,1640
EDUa0exPj2w,6,36,2886
6UQ9OfnQQ8c,6,4079,35645
soX7Qu-M0dc,6,27,3060
ENFG4vhkOlI,6,26,2663
fRTzhD3gNuQ,6,18,2258
bfR-fFz3KmE,6,225,1625
f5yCJgJTfAI,6,1173,39986
mXf2iCQ545U,6,9,692
jKNKMkDnm54,6,188,7114
GFmNeHIhARg,6,122,1881
b1Q5tuZnHv0,6,15,1108
q1u2qjlIy8E,6,81,10250
0a0qtLQqzDQ,6,11,1424
GeOhORavv5c,6,64,3125
a3rEYP53Fss,6,486,6096
1kcc6XMox4E,6,18,1624
V3JVlXacBsY,6,516,6420
i7ilQ6p_ao4,6,19,3105
pumtdN3hbj0,6,29,1211
XUt9Xzlr_XE,6,623,11907
Qn8HRbGuoQk,6,659,13255
YeY_aiKHmx0,6,96,2220
RPMULzdqVDw,6,196,6364
o2ExJvFaczE,6,864,76689
1WPfqlOnFgc,6,432,43024
kVqWZQEvUk8,6,92,5227
LNZMLQj3Rl0,6,1529,35627
jdbpMt4I0vY,6,687,7978
SZ-FUYiWMAI,6,2195,35535
X-1Y_VVzt7k,6,1041,53752
sg1u-SVGfwU,6,168,2779
cJHVR-nDs0I,6,934,27323
BDDQ4SuYgQ4,6,273,5487
qancfJgayIU,6,74,6807
b90-FEOdqBQ,6,31,1623
c-9qNiUqJI8,6,971,20603
EdVlFVDXz04,6,641,18581
PLrZ2nbAQQc,6,10,1255
IfLDFBBU4Jg,6,12,1888
-DrhRUgfaBs,6,305,11099
on6eS_VheaQ,6,30,2443
Pm8uTbsiPUs,6,615,13300
ONvnpi1RirI,6,341,38173
jDTrE6PSZvY,6,321,4087
K0QACa0hHwk,6,47,6331
tt9_o_FvaYI,6,45,3589
63WjXNIapGw,6,77,7391
iilb-NW8AS4,6,307,24527
ZYFPNeYn1Jc,6,254,10348
PNvQVhPRxkg,6,221,5021
1iY68Ckk8cI,6,101,2978
qFa6mPqsu9k,6,244,39663
s4B3Z8l-GcM,6,232,10604
LhvscpyrAIk,6,27,5670
_SM0YNULW7E,6,24,3324
O8uPC9EDQxk,6,25,1708
oxLiR9VxL18,6,64,8916
gGoUDaCTwko,6,109,6882
YUg8hkw5Es8,6,299,8928
lCJ_2sBuxT0,6,132,4382
ULQcmXT9ORA,6,351,16068
Clu3kuOEGOY,6,603,19866
EtqIjDI4WTM,6,198,10981
-DlQ62g2MeI,6,207,11723
kWVtB7bZqdI,6,195,9603
_9aa-whgtc8,6,862,51862
s-hTVtU1yGc,6,81,3295
7dBX7-4wWuQ,6,411,31721
HWJvBnNH39o,6,157,10460
5oMH27vWgX8,6,179,5237
Uron02eqIhY,6,20,4057
53if4gUd8JI,6,424,8847
LYF06PXjgS4,6,9,1083
L8GuAc_eZCc,6,15,1984
E4WKx7wv1rc,6,329,6837
k_j43XapXXY,6,23,2074
Wnp3dmZlgwo,6,49,4985
P34jYaZY6YI,6,60,2691
MSE2HXgVQ5M,6,5,1575
Vi7DJNgroqw,6,392,7796
TkNZF_jDODs,6,369,31645
ZLqxyCsbwYg,6,545,11890
leNDut2Juh8,6,115,4279
a9qMim2pwLg,6,27,3300
3szZE3t2w1A,6,50,4927
g8CXbE0EPAA,6,70,4633
XLMh5yy3vO8,6,111,1575
oNTsM9EEv-g,6,571,50725
OCvR5WDYM5o,6,449,7858
ljeUQnjNjtQ,6,203,4407
YiWruVhY-6I,6,914,19659
Jdb5Eew542Y,6,261,29878
-2VygpHb3xg,6,316,4265
leBug6RJXqA,6,65,5144
gn376tnfT-o,6,333,12148
v99WbwG4qNg,6,79,12672
gfaOr52hkYY,6,184,3129
kd-aqsquJbc,6,320,12828
mdC5BcDU6ck,6,159,3041
XZM4K9s_5Po,6,67,2669
uZShdGZDF_g,6,11,1378
sfKGk-0SVGQ,6,44,7973
h9GqtlQw3LU,6,41,2592
d-IbuRBkWTc,6,20,1994
GQC7k-yk3dw,6,101,4814
FkptnnIiRhg,6,12,1227
_1oRZSb4RbY,6,29,3772
UM7WP_T94Dk,6,545,8189
glc0jByKqJo,6,42,5258
aTViNwPkTog,6,42,1926
XGFk8MOZ3eM,6,7,969
jUF027XaLYc,6,37,2747
MDpDauenGM0,6,28,2309
m3fh54BGA8g,6,178,5789
BkaSNhVNFGM,6,243,8645
YerzbOKmCNY,6,26,1751
RMnoiEWzSrk,6,308,20482
9SdqDjYlPZ4,6,57,1948
UlDr-mkpIh4,6,75,6622
eyNq5rVepW8,6,54,2893
EIu6mxUbklQ,6,257,4984
5qL-OqpjfIw,6,219,7860
vVqjwLhzc3A,6,483,46862
ETvnrYeapg4,6,8,1741
IChe4eqk5Ak,6,1053,20451
23qlR-FD0OE,6,255,7019
pbZ0LswMqNA,6,471,16543
jlKW38Jo8a0,6,66,14957
Pbwur9B33EE,6,120,12909
-gfmQvefRWo,6,106,6111
I0-wOwkZtT8,6,299,7558
tKgLEFYEhpI,6,76,2797
1a6XBwI1ZFc,6,34,3332
kRp-MioJANU,6,27,1633
uyWHhxUaWZg,6,106,11329
T39O3VXfqqY,6,31,1598
tt4g8YF9C_4,6,23,2004
M_J6yOCrIA4,6,97,5505
mFH5J2cRBfk,6,761,14962
DJfLVV0YRdk,6,32,2132
dJ-yrH6ppwo,6,28,3072
ZpivqQ4aExI,6,332,23114
FJFh1I2_i6c,6,9,1303
hhivZlEVHQE,6,182,15467
Gd_BdvOQgzk,6,45,2003
7rkeenlDfWo,6,90,3861
WLKydm1w97Y,6,159,6099
fz83Nrdc_rc,6,298,7796
tte-hU5B0dY,6,235,5890
OjMtKgtHGMs,6,1393,21992
L3OuEA4EjSU,6,11,2139
Am-SzVjuHL8,6,42,2765
jjS3d6H6qhE,6,61,4491
2gLCDwmuILY,6,71,2974
DZWPVKn3F24,6,188,5952
g2CWcapegQI,6,117,3739
ZaVvzSDh78o,6,41,3101
VMeZVu4yAA0,6,96,3152
sAbuFl2MreY,6,192,4434
pM3WfKycs6s,6,28,955
7wN6Yzr0A4U,6,59,3093
eSVq6WrJBN8,6,8,793
pHdGF6ExSxE,6,82,4373
KfGCs2IJ-ng,6,33,5141
9Pmf3eLC-Ds,6,383,6701
IzutI-NYGPo,6,2450,188269
iPN20N4HIYw,6,43,2074
Cl6pQ8eiVgU,6,43,5272
l4jxrqrF4tE,6,659,20634
HKSCeYHByVE,6,19,2657
BDS7Dy4mdcI,6,12,1455
SaRPVB7-Gfs,6,670,32413
P8Ov4PL8als,6,27,4284
ZNtW_ro-zOI,6,193,6587
J6aYf2jsr28,6,62,4915
XHz80TWfZBY,6,215,6067
R7y_gIKB9IE,6,17,1564
Bl8eOgdxvIU,6,52,2618
tiEWcdXN1EA,6,184,2091
oxcCwri1uYs,6,67,6456
OskDBLj7QiI,6,178,2691
c7Wtvq3J-hI,6,53,3455
Gz8F2QCeKUU,6,12,1486
IE41FDMsj0c,6,348,7947
SbvzP9AtLaU,6,80,5745
emhi3S2_GKc,6,44,2818
Fbzh-AQyNCw,6,98,2893
mtZWSs-tFLg,6,291,4412
AolytUXvd8I,6,66,4761
7UZxbVhpY7c,6,45,2761
A3kuSNM9WgA,6,301,3545
